# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 2000, mean track length: 0
1764 -0.017712746 0.015800534 0.345582152 128 128 128 1.0
1765 -0.032290243 -0.001570660 0.259468310 128 128 128 1.0
1766 0.059561473 0.136195976 0.486360911 128 128 128 1.0
1767 0.102068329 -0.077130004 0.471581660 128 128 128 1.0
1768 -0.057232848 -0.004244763 0.497693669 128 128 128 1.0
1769 -0.085752748 0.067304108 0.372501582 128 128 128 1.0
1770 -0.012167426 -0.070083276 0.383800294 128 128 128 1.0
1771 -0.037103369 0.083620472 0.447943165 128 128 128 1.0
1772 -0.110344569 -0.040421037 0.324473674 128 128 128 1.0
1773 -0.094536946 -0.089432301 0.357093537 128 128 128 1.0
1774 -0.016644442 -0.132147930 0.306949973 128 128 128 1.0
1775 0.041512390 -0.096499974 0.276111879 128 128 128 1.0
1776 0.127013941 0.105377301 0.220317409 128 128 128 1.0
1777 -0.108077787 0.030180214 0.254680024 128 128 128 1.0
1778 -0.020222809 -0.036102686 0.394812478 128 128 128 1.0
1779 -0.202298506 -0.176200392 0.251904632 128 128 128 1.0
1780 0.081110237 -0.012346546 0.213342384 128 128 128 1.0
1781 0.039439152 0.056614401 0.330330993 128 128 128 1.0
1782 -0.026444139 0.035010965 0.446757395 128 128 128 1.0
1783 0.012194867 0.042647735 0.346141621 128 128 128 1.0
1784 -0.030502837 -0.073274275 0.370504318 128 128 128 1.0
1785 -0.024015682 -0.019490841 0.424377371 128 128 128 1.0
1786 0.039040095 0.069607906 0.223948036 128 128 128 1.0
1787 0.044670514 -0.047189398 0.285340481 128 128 128 1.0
1788 -0.068172025 0.096911682 0.416229111 128 128 128 1.0
1789 -0.057351987 -0.091005862 0.351098376 128 128 128 1.0
1790 -0.036765749 0.132764962 0.233097531 128 128 128 1.0
1791 -0.146388334 -0.020460426 0.350858998 128 128 128 1.0
1792 0.010609424 0.060273822 0.515866851 128 128 128 1.0
1793 -0.027387416 -0.043549536 0.209260969 128 128 128 1.0
1794 0.019472450 0.068272679 0.329165002 128 128 128 1.0
1795 0.094449203 0.002423192 0.471188250 128 128 128 1.0
1796 0.026650687 -0.084572853 0.299054363 128 128 128 1.0
1797 -0.122699694 -0.138965023 0.371353193 128 128 128 1.0
1798 0.069567838 0.156340947 0.345586095 128 128 128 1.0
1799 -0.018948733 -0.088722956 0.428985003 128 128 128 1.0
1800 0.031134136 -0.047610456 0.405082470 128 128 128 1.0
1801 0.044907911 -0.149596145 0.409415511 128 128 128 1.0
1802 0.010888756 -0.031318109 0.316633580 128 128 128 1.0
1803 0.139872184 0.122877017 0.496075354 128 128 128 1.0
1804 -0.091893299 -0.052359582 0.422438788 128 128 128 1.0
1805 -0.096677402 -0.057616227 0.205659428 128 128 128 1.0
1806 0.148247347 0.085014820 0.386681053 128 128 128 1.0
1807 0.017537716 -0.033370509 0.318169796 128 128 128 1.0
1808 0.049254896 -0.056942257 0.448191613 128 128 128 1.0
1809 -0.039406328 -0.069878759 0.453840964 128 128 128 1.0
1810 -0.011518293 0.044390002 0.316804999 128 128 128 1.0
1811 -0.180008213 0.043776220 0.242265330 128 128 128 1.0
1812 0.086578391 -0.124065435 0.200810596 128 128 128 1.0
1813 0.024611117 0.034021638 0.358534934 128 128 128 1.0
1814 -0.097086324 0.071082560 0.232824923 128 128 128 1.0
1815 -0.037141029 -0.063050218 0.319785942 128 128 128 1.0
1816 0.068222427 -0.050726144 0.395151243 128 128 128 1.0
1817 0.055531701 -0.136883172 0.256673546 128 128 128 1.0
1818 -0.030668181 -0.047369721 0.374613722 128 128 128 1.0
1819 -0.154532877 0.057647293 0.409565887 128 128 128 1.0
1820 -0.013459167 -0.110644692 0.350446681 128 128 128 1.0
1821 -0.042999251 0.045331170 0.343166357 128 128 128 1.0
1822 0.058258154 -0.034665774 0.465409160 128 128 128 1.0
1823 -0.184380860 -0.081294032 0.389264993 128 128 128 1.0
1824 -0.120873274 0.058874526 0.252662429 128 128 128 1.0
1825 0.007455828 -0.073180491 0.314703579 128 128 128 1.0
1826 0.013969905 -0.008378748 0.319494411 128 128 128 1.0
1827 0.172249287 0.000676942 0.272403189 128 128 128 1.0
1828 0.074208083 0.065652934 0.447833933 128 128 128 1.0
1829 0.142980668 -0.075146901 0.434761745 128 128 128 1.0
1830 0.091167953 0.000029144 0.369613089 128 128 128 1.0
1831 -0.240222585 -0.045915959 0.493037060 128 128 128 1.0
1832 -0.142947591 -0.042855471 0.373034879 128 128 128 1.0
1833 0.046045070 0.130523387 0.208974116 128 128 128 1.0
1834 0.003421310 0.068773759 0.244908107 128 128 128 1.0
1835 -0.003175140 0.150783684 0.455320514 128 128 128 1.0
1836 0.043159865 -0.209126449 0.339573248 128 128 128 1.0
1837 0.030913645 -0.024677980 0.344764869 128 128 128 1.0
1838 0.246673895 -0.017157482 0.272429592 128 128 128 1.0
1839 0.019429384 -0.025253872 0.325220148 128 128 128 1.0
1840 -0.006967879 0.061923298 0.369000448 128 128 128 1.0
1841 -0.096115450 -0.010616387 0.387955847 128 128 128 1.0
1842 -0.037418036 0.091915504 0.412170253 128 128 128 1.0
1843 -0.079261471 0.025583518 0.508701986 128 128 128 1.0
1844 0.124814623 -0.004501759 0.421808939 128 128 128 1.0
1845 -0.053909056 -0.115846183 0.394345565 128 128 128 1.0
1846 0.019722982 0.041132065 0.348024066 128 128 128 1.0
1847 0.026077755 -0.041033169 0.387860682 128 128 128 1.0
1848 0.066646451 -0.004672793 0.415131665 128 128 128 1.0
1849 -0.141675401 -0.062897883 0.465561105 128 128 128 1.0
1850 0.140933847 0.020047721 0.341731610 128 128 128 1.0
1851 -0.101437207 0.029086078 0.412275083 128 128 128 1.0
1852 -0.118543126 0.044711873 0.389253331 128 128 128 1.0
1853 0.035269188 -0.090202140 0.393347475 128 128 128 1.0
1854 -0.119835280 0.119087665 0.360814677 128 128 128 1.0
1855 -0.093092143 0.107614896 0.442320836 128 128 128 1.0
1856 -0.052034516 0.176328334 0.269668595 128 128 128 1.0
1857 0.025073557 0.094595011 0.168346242 128 128 128 1.0
1858 0.080117039 -0.005177452 0.348744019 128 128 128 1.0
1859 -0.086148948 0.026521931 0.261217255 128 128 128 1.0
1860 -0.077476827 -0.035818976 0.251813492 128 128 128 1.0
1861 0.125818512 -0.106297472 0.289618365 128 128 128 1.0
1862 -0.025308977 0.000285651 0.413386511 128 128 128 1.0
1863 0.065464244 -0.024228700 0.319273711 128 128 128 1.0
1864 0.002802490 0.065762652 0.405798668 128 128 128 1.0
1865 -0.041309333 -0.164736188 0.521444235 128 128 128 1.0
1866 0.076114850 0.021065179 0.377235400 128 128 128 1.0
1867 -0.041727432 -0.080084630 0.323401577 128 128 128 1.0
1868 -0.017797326 -0.050019894 0.233427886 128 128 128 1.0
1869 -0.025005992 0.046124707 0.310408492 128 128 128 1.0
1870 0.001757801 -0.165658533 0.333390009 128 128 128 1.0
1871 -0.009756671 -0.098087143 0.211637210 128 128 128 1.0
1872 0.032946172 -0.064772186 0.389069219 128 128 128 1.0
1873 -0.033616601 0.049856594 0.322896347 128 128 128 1.0
1874 -0.120529498 -0.006917314 0.323738858 128 128 128 1.0
1875 0.052589725 -0.036047230 0.318554340 128 128 128 1.0
1876 0.068790272 0.093304864 0.410755522 128 128 128 1.0
1877 0.083023206 0.036336507 0.411628316 128 128 128 1.0
1878 0.070260392 0.032300791 0.355034627 128 128 128 1.0
1879 0.011372438 0.192388209 0.351094242 128 128 128 1.0
1880 -0.018944653 -0.029140774 0.347332429 128 128 128 1.0
1881 0.019536695 -0.090490462 0.191554543 128 128 128 1.0
1882 0.023620019 -0.128484252 0.370697496 128 128 128 1.0
1883 0.011249610 0.092232536 0.483615738 128 128 128 1.0
1884 0.029413765 -0.044315558 0.256016865 128 128 128 1.0
1885 -0.063341337 0.003198193 0.184451478 128 128 128 1.0
1886 0.006019619 -0.000964542 0.401555483 128 128 128 1.0
1887 -0.026769366 0.008163832 0.291109463 128 128 128 1.0
1888 -0.037122395 -0.141858748 0.359891187 128 128 128 1.0
1889 0.123899280 0.013010831 0.379266853 128 128 128 1.0
1890 -0.078530434 0.114503549 0.288638988 128 128 128 1.0
1891 0.064141919 0.008586825 0.273271114 128 128 128 1.0
1892 0.082174519 0.001230348 0.364297762 128 128 128 1.0
1893 0.036171237 -0.001720546 0.319702891 128 128 128 1.0
1894 0.037293835 -0.032380581 0.355228118 128 128 128 1.0
1895 -0.053414741 -0.119207605 0.296146115 128 128 128 1.0
1896 -0.039611347 0.001184594 0.444752104 128 128 128 1.0
1897 -0.135157612 0.010287556 0.173045922 128 128 128 1.0
1898 -0.083669070 -0.040565329 0.169754264 128 128 128 1.0
1899 -0.148617589 0.012323409 0.356220739 128 128 128 1.0
1900 -0.009103091 -0.064297940 0.522349626 128 128 128 1.0
1901 -0.012899718 -0.068968869 0.484271880 128 128 128 1.0
1902 0.049144766 -0.029675250 0.445414646 128 128 128 1.0
1903 0.012533383 0.051450965 0.368784349 128 128 128 1.0
1904 -0.082274027 0.077696371 0.362836651 128 128 128 1.0
1905 -0.080751430 -0.061033753 0.426427896 128 128 128 1.0
1906 -0.029549827 0.003714394 0.402362253 128 128 128 1.0
1907 0.010266381 -0.122128508 0.400992709 128 128 128 1.0
1908 0.075070413 0.069331430 0.479344968 128 128 128 1.0
1909 0.029142346 0.062162807 0.477143891 128 128 128 1.0
1910 -0.023258229 0.138909976 0.488771703 128 128 128 1.0
1911 0.062647176 0.147175009 0.418155139 128 128 128 1.0
1912 -0.070456238 0.090991156 0.376111879 128 128 128 1.0
1913 0.033078391 0.012368268 0.458768304 128 128 128 1.0
1914 0.044189183 -0.055664046 0.388865115 128 128 128 1.0
1915 0.058341450 -0.058046742 0.315258636 128 128 128 1.0
1916 -0.030644746 -0.048586731 0.377903398 128 128 128 1.0
1917 0.081419665 0.151389523 0.445574940 128 128 128 1.0
1918 0.081766822 0.091455935 0.456822789 128 128 128 1.0
1919 -0.030136846 0.055488344 0.375778846 128 128 128 1.0
1920 -0.010347751 -0.036396094 0.309577768 128 128 128 1.0
1921 -0.021439220 -0.098781638 0.391736989 128 128 128 1.0
1922 -0.001750793 0.008481952 0.377095215 128 128 128 1.0
1923 0.057993763 -0.047340445 0.341497969 128 128 128 1.0
1924 -0.128680206 -0.177588664 0.194760527 128 128 128 1.0
1925 0.122945666 -0.146110245 0.387775680 128 128 128 1.0
1926 0.118177602 -0.036621547 0.480383890 128 128 128 1.0
1927 0.147782068 0.075627078 0.539808408 128 128 128 1.0
1928 0.049818621 -0.058278058 0.391928325 128 128 128 1.0
1929 -0.035257319 -0.103992698 0.248212495 128 128 128 1.0
1930 0.185289541 -0.042891894 0.348533540 128 128 128 1.0
1931 -0.052558045 0.011614291 0.331574495 128 128 128 1.0
1932 -0.032091843 -0.096140248 0.237793029 128 128 128 1.0
1933 -0.058639613 0.024348252 0.517098428 128 128 128 1.0
1934 0.085292337 0.146938936 0.389950222 128 128 128 1.0
1935 -0.005787899 -0.104775180 0.351450493 128 128 128 1.0
1936 -0.170257671 -0.022679587 0.481630257 128 128 128 1.0
1937 0.027738365 0.091741448 0.320948851 128 128 128 1.0
1938 -0.108541375 -0.036728458 0.319899598 128 128 128 1.0
1939 0.098115624 0.159738566 0.292500611 128 128 128 1.0
1940 -0.026951247 -0.009833317 0.323928943 128 128 128 1.0
1941 -0.097644142 0.009339032 0.380897102 128 128 128 1.0
1942 0.032826310 -0.094529918 0.342905800 128 128 128 1.0
1943 -0.137154037 0.075139650 0.270513950 128 128 128 1.0
1944 -0.019843186 -0.033778035 0.305506589 128 128 128 1.0
1945 -0.082517777 -0.139174715 0.490892991 128 128 128 1.0
1946 0.022742087 0.023556130 0.520254909 128 128 128 1.0
1947 -0.005687861 0.046587303 0.354075628 128 128 128 1.0
1948 0.097399915 0.042582925 0.377612117 128 128 128 1.0
1949 -0.017948524 0.024868816 0.445608721 128 128 128 1.0
1950 -0.163623070 -0.007790238 0.319120093 128 128 128 1.0
1951 -0.021464618 -0.155506969 0.411084253 128 128 128 1.0
1952 -0.065053609 -0.015562728 0.312292757 128 128 128 1.0
1953 -0.130995046 -0.033086339 0.205263923 128 128 128 1.0
1954 -0.072789964 -0.022595488 0.352254764 128 128 128 1.0
1955 0.007054623 -0.008376937 0.523654241 128 128 128 1.0
1956 0.037472402 -0.095090714 0.303668625 128 128 128 1.0
1957 -0.049945165 -0.011541951 0.304380223 128 128 128 1.0
1958 -0.065777952 0.134583101 0.356177786 128 128 128 1.0
1959 -0.024309802 -0.017516891 0.335322285 128 128 128 1.0
1960 0.114100150 0.040953442 0.442546212 128 128 128 1.0
1961 -0.246747768 0.028815349 0.437471858 128 128 128 1.0
1962 0.160621829 0.005114571 0.215423240 128 128 128 1.0
1963 0.049898082 -0.045137342 0.209448010 128 128 128 1.0
1964 -0.046694433 0.087301305 0.448978966 128 128 128 1.0
1965 0.060564828 -0.080990876 0.554230635 128 128 128 1.0
1966 -0.090664252 -0.003311871 0.237330698 128 128 128 1.0
1967 0.108319742 0.038641437 0.424041478 128 128 128 1.0
1968 0.010235001 -0.002422665 0.367011707 128 128 128 1.0
1969 -0.147987259 0.082629442 0.426195549 128 128 128 1.0
1970 -0.028246018 0.002170626 0.377169087 128 128 128 1.0
1971 0.128833204 0.037800409 0.356675428 128 128 128 1.0
1972 -0.037423465 -0.116948151 0.305656295 128 128 128 1.0
1973 0.009099063 -0.016760298 0.359491201 128 128 128 1.0
1974 0.063104885 0.038333790 0.375552814 128 128 128 1.0
1975 0.056058245 0.018488633 0.351133713 128 128 128 1.0
1976 0.041203779 -0.134571808 0.453892557 128 128 128 1.0
1977 -0.099440219 0.070680783 0.354781367 128 128 128 1.0
1978 0.092423346 0.006627716 0.278297074 128 128 128 1.0
1979 0.089737109 0.018662358 0.363401067 128 128 128 1.0
1980 0.010434409 0.084072541 0.419414518 128 128 128 1.0
1981 0.022440822 -0.120020629 0.321749920 128 128 128 1.0
1982 0.012557404 0.147725534 0.384914263 128 128 128 1.0
1983 -0.003180406 0.099884794 0.345316616 128 128 128 1.0
1984 0.002007438 0.016833841 0.234453013 128 128 128 1.0
1985 0.080897763 0.038375840 0.331721663 128 128 128 1.0
1986 -0.087032785 0.021448092 0.466373715 128 128 128 1.0
1987 -0.046912126 -0.080532303 0.388019414 128 128 128 1.0
1988 -0.123296813 -0.173251962 0.318890421 128 128 128 1.0
1989 -0.050733708 -0.017667922 0.310395167 128 128 128 1.0
1990 0.031108921 -0.013141585 0.306632971 128 128 128 1.0
1991 -0.032055077 0.055096146 0.431276556 128 128 128 1.0
1992 0.076941999 0.060392711 0.090791512 128 128 128 1.0
1993 -0.075508766 -0.020508516 0.371138798 128 128 128 1.0
1994 -0.124708646 0.118481004 0.378989732 128 128 128 1.0
1995 -0.044961242 0.017827017 0.327042562 128 128 128 1.0
1996 -0.056011451 0.045263424 0.318492244 128 128 128 1.0
1997 -0.108130229 -0.045990064 0.345659953 128 128 128 1.0
1998 -0.081540272 0.105755716 0.267729775 128 128 128 1.0
1999 0.145478389 0.076471332 0.279614942 128 128 128 1.0
2000 0.015371207 0.099542660 0.339725529 128 128 128 1.0
